Genome Name,CheA
"Marine microbial communities from the West Antarctic Peninsula, for metatranscriptomic analysis - Coastal water metaG108-DNA",217
"Human stool microbial communities from NIH, USA - visit 2 of subject 763759525",20
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I4",10
"Wild Panda gut microbiome from Saanxi China, sample from individual w2 (re-annotation)",6
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 40 (Metagenome Metatranscriptome)",97
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 Surf_A metaT (Metagenome Metatranscriptome),18
"Human stool microbial communities from NIH, USA - visit 1, subject 160603188",25
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 68 (Metagenome Metatranscriptome)",47
Soil microbial communities from Great Prairies - Kansas Corn soil (Kansas Corn - 2 lanes GAIIx reads),13638
"Freshwater microbial communities from Trout Bog Lake, WI - 08JUL2008 hypolimnion (Trout Bog Lake July 8 2008 Hypolimnion, new10pct subsample IHWW Merged Reads)",118
"Freshwater microbial communities from Lake Mendota, WI - 03OCT2011 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 03Oct11, ASSEMBLY_DATE=20140128)",233
"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM1H0_O1 (Jack Pine, Ontario site 1_JW_OM1H0_O1, ASSEMBLY_DATE=20130226)",2700
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 45 (Luquillo Experimental Forest Soil Metagenome 45, ASSEMBLY_DATE=20121207)",13
"Marine microbial communities from South of Eden, South Pacific Ocean - MP1434 (Deep seawater metagenome MP1434, ASSEMBLY_DATE=20130213)",338
"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Methanogen_OWC",7329
"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N3_50_60",1174
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI054_120m_RNA,10
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC083_MetaG,1585
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  36 08/11/09 120m (Saanich Inlet 36 08/11/09 120m, March 2012 Assem)",45
"Freshwater microbial communities from Trout Bog Lake, WI - 25AUG2008 hypolimnion (Trout Bog Lake August 25 2008 Hypolimnion, new10pct subsample IHXS Merged Reads)",162
"Deep-sea mud volcano sediment microbial communities from Gulf of Cadiz, Spain - an anaerobic methane oxidizing consortium CY-M12",2
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_6_150",1181
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 58_HOW8,70
"Upper troposphere microbial communities -  DC3-124 (Upper troposphere microbial communities -  DC3-124, ASSEMBLY_DATE=20140821)",332
"Forest soil microbial communities from Davy Crockett National Forest, Groveton, Texas, USA - Texas A ecozone_OM3H0_M3 (Texas A ecozone_OM3H0_M3, ASSEMBLY_DATE=20130226)",7044
"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA - TNR Reactor, Time F- 52min-Aerobic_ RNA (Metagenome Metatranscriptome)",234
Gut Microbiota of 1 Month Old Human Infant (Metafolded sample),4
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 809635352",30
"Human stool microbial communities from NIH, USA - visit 1, subject 370425937",8
Soil microbial communities from sample at FACE Site 4 Nevada Test Site Crust CO2+ (NTS Crust elevated CO2),103
"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 763577454",31
"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - A-A2 (A-A2)",66
"High solid enriched microbial communities from the Joint BioEnergy Institute, USA - SP1-10-D (High solid enriched microbial communities from the Joint BioEnergy Institute, USA - SP1-10-D, ASSEMBLY_DATE=20141018)",1961
Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_C_D1_MG,2393
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-HINK07-E (Nitrogen cycling UWRJHINK07E, ASSEMBLY_DATE=20140805)",2263
"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S2_50_60",873
"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape CL_Cvi_mCL (Arabidopsis plate scrape CLCvimCL, ASSEMBLY_DATE=20140815)",751
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-HINK08-B (Nitrogen cycling UWRJ-HINK08-B, ASSEMBLY_DATE=20140528)",1254
Agricultural soil microbial communities from Utah to study Nitrogen management - NC Compost,11623
"Hypersaline mat microbial communities from Guerrero Negro, Mexico - 3-4 mm depth into microbial mat",11
"Bulk soil microbial communities from Harvard Forest, USA - 2Bulk_unsorted metaG",2669
"Archaeal communities from Yellowstone National Park, Wyoming, USA - Perpetual Spouter C (PS_C) MetaG (Hypersaline microbial mat communities from Yellowstone National Park, Wyoming, USA - Perpetual Spouter C (PS_C) MetaG, ASSEMBLY_DATE=20141004)",50
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1600(2)_T MetaT (Metagenome Metatranscriptome)",56
"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM3_M2 (Mediterranean Blodgett CA OM3_M2, June 2012 Assem)",2837
"Grassland soil microbial communities from Hopland, California, USA - Sample  H4_Rhizo_45 (Metagenome Metatranscriptome, Counting Only)",32
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I1",7
"Saline lake microbial communities from Ace Lake, Antarctica - Antarctic Ace Lake Metagenome 02UKS",1053
"Avena fatua rhizosphere microbial communities - H1_Rhizo_Litter_2 (Metagenome Metatranscriptome, Counting Only)",62
Laurentian Great Lakes metaT Fa13.BD.MLB.DN (Metagenome Metatranscriptome),446
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-25-1 metaG",8406
"Peat soil microbial communities from Weissenstadt, Germany - Sb_50d_c_BC metaG",1445
Marine planktonic communities from Hawaii Ocean Times Series Station (HOT/ALOHA) - 3_Base_of_chrolophyll_max_130m (re-annotation),1
"Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection C3 (Rifle Oxygen_injection C3, ASSEMBLY_DATE=20131116)",1029
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI073_LV_165m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI073_LV_165m_DNA, ASSEMBLY_DATE=20141005)",1672
"Human palatine tonsils microbial communities from NIH, USA - visit 2, subject 763961826",11
"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP3  Monarch Geyser, Norris Geyser Basin",3
"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG8 (CG8: San Juan Basin coal bed production water 454 assembly)",53
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 27_LOW6,79
Estuarine microbial communities from the Columbia River estuary - metaG 1556B-02,152
Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP2618 (Metagenome Metatranscriptome),142
"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site L2 Tule (Wetland Surface Sediment Feb2011 Site L2 Tule, Sep 2011 assem)",72556
Arabidopsis rhizosphere microbial communities from New York and Illinois - plate scrape CL_Col_mMS_r2,396
"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLPB (Metagenome Metatranscriptome)",912
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C26_HAv2",1
Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9D Gulf of Mexico,2098
"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2014_10_11",20
"Permafrost soil microbial communities from the Arctic, to analyse light accelerated degradation of dissolved organic matter (DOM) - Organic soil DNA_2013-061",4001
Marine microbial communities from the Deep Atlantic Ocean - MP0200 (Metagenome Metatranscriptome),52
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 93_HOW11,168
"Marine sediment archaeal communities from Santa Barbara Basin, CA, that are methane-oxidizing, sample 0-3 cm (ANME Sed A12 0-3 cm)",162
"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 763840445",13
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 764042746",11
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1500_T MetaT (Metagenome Metatranscriptome)",52
"Freshwater microbial communities from Lake Mendota, WI - 30NOV2011 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 30Nov11, ASSEMBLY_DATE=20140128)",209
"Saline lake microbial communities from Ace Lake, Antarctica - Antarctic Ace Lake Metagenome 02UKH",1162
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 59 (Metagenome Metatranscriptome)",106
"Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection A2 (Rifle Oxygen_injection A2, ASSEMBLY_DATE=20131116)",746
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3B metaG",14631
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF246 (Metagenome Metatranscriptome)",136
Fungus garden microbial communities from Atta colombica in Panama - dump bottom (Dump bottom),284
"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA -  C0912_C49A8_35 (Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA -  C0912_C49A8_35, ASSEMBLY_DATE=20140326)",495
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF130 (Metagenome Metatranscriptome, Counting Only)",14
"Polar desert microbial communities from Antarctic Dry Valleys - UQ493 (Antarctic Dry Valley Metagenome UQ493, ASSEMBLY_DATE=20140406)",45
"Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute, USA, that affect carbon cycling -  Inoculated plant Co AM (Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute, USA, that affect carbon cycling -  Inoculated plant Co AM, ASSEMBLY_DATE=20140902)",4286
"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA -  site 1 bottle C1 (Yellowstone National Park, Obsidian Pool site 1 bottle C1, ASSEMBLY_DATE=20140118)",37
"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - S4 (KBS Miscanthus M2, ASSEMBLY_DATE=20131028)",15673
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA - CBE21Jul09",354
"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA - NGEE Permafrost154B-two",534
"Saline lake microbial communities from Deep Lake, Antarctica, in enrichment culture - Antarctic Deep Lake Metagenome NANO",15
"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-3 deep-072012 (NGEE Surface sample 415-3 deep-072012, ASSEMBLY_DATE=20130516)",3601
"Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR_deep_samples (co-assembly with individual reads)",38
"Vadose zone soil and rhizosphere microbial communities from the Eel River Critical Zone Observatory, Northern California to study diel carbon cycling - Rivendell_Oct2014_Saprolite_2_DNA_Bulk_2",3589
"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site L2 Tule (Wetland Surface Sediment Feb2011 Site L2 Tule, Assem Ctgs Sep 2011 assem)",155
"Freshwater microbial communities from Trout Bog Lake, WI - 22JUL2008 epilimnion (Trout Bog Lake July 22 2008 Epilimnion, new10pct subsample IHTB Merged Reads)",4
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 56 (Luquillo Experimental Forest Soil Metagenome 56, ASSEMBLY_DATE=20121204)",8
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 765034022",6
"Marine microbial communities from the Deep Pacific Ocean - MP1483 (Deep seawater metagenome MP1483, ASSEMBLY_DATE=20130626)",224
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-MA",3
"Peat moss associated microbial communities from Sphagnum species from Minnesota, USA - S1T2_Fc - Sphagnum fallax MT (Eukaryote Community Metatranscriptome)",3
"Populus root and rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. TD hybrid SRZTD1",7031
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S23_td_AAIW_ad_876m_LV_B,392
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 117_HOW13,93
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764588959",3
"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Olavius imperfectus BELIZE.1",201
